,Account,Opportunity_ID,Sales_Agent,SalesAgentEmailID,ContactEmailID,Deal_Stage,Product,Close_Value,Created Date,Close Date,DateDiff,Ordered_Product,Ordered_Agent
2489,Hatfan,OFEUX5PI,Vicki Laflamme,vicki@piedpiper.com,tyron@hatfan.com,1,GTXPro,5190,2017-04-07,2017-10-17,193,3,15
2490,Silis,FSC4A2HZ,Cassey Cress,cassey@piedpiper.com,zulema@silis.com,0,GTX Plus Pro,300,2017-04-07,2017-09-02,148,5,10
2491,Massive Dynamic,KXEZ5B3Q,Reed Clapper,reed@piedpiper.com,gertrude@massivedynamic.com,0,MG Special,903,2017-04-07,2017-12-01,238,6,19
2492,Betatech,76ZQP7QY,Darcel Schlecht,darcel@piedpiper.com,genie@betatech.com,0,GTXPro,588,2017-04-07,2017-07-30,114,3,12
2495,Codehow,PDH2NPE1,Moses Frase,moses@piedpiper.com,justine@codehow.com,1,MG Advanced,4109,2017-04-08,2017-05-22,44,1,24
2498,The New York Inquirer,08EX3XKE,Daniell Hammack,daniell@piedpiper.com,hai@thenewyorkinquirer.com,1,MG Special,51,2017-04-08,2017-06-09,62,6,5
2499,Condax,CNO8JPLA,Niesha Huffines,niesha@piedpiper.com,golda@condax.com,1,GTX Basic,557,2017-04-08,2017-11-08,214,4,4
2500,Rangreen,Z64MQTF2,Jonathan Berthelot,jonathan@piedpiper.com,darrel@rangreen.com,1,GTXPro,5310,2017-04-08,2017-09-27,172,3,18
2502,Mathtouch,VH3C0A8F,Donn Cantrell,donn@piedpiper.com,loise@mathtouch.com,0,GTX Basic,2000,2017-04-08,2017-06-21,74,4,2
2503,Condax,GOGIZWW6,Gladys Colclough,gladys@piedpiper.com,golda@condax.com,1,MG Advanced,3139,2017-04-08,2017-11-07,213,1,3
2505,Xx-holding,JAH8NGC2,Vicki Laflamme,vicki@piedpiper.com,shemeka@xx-holding.com,1,MG Advanced,2851,2017-04-08,2017-09-07,152,1,15
2506,Y-corporation,CR13KZ71,Kary Hendrixson,kary@piedpiper.com,rosanne@y-corporation.com,0,GTXPro,903,2017-04-08,2017-11-10,216,3,9
2507,Rangreen,NY197B1A,Jonathan Berthelot,jonathan@piedpiper.com,darrel@rangreen.com,1,GTX Basic,611,2017-04-08,2017-12-01,237,4,18
2508,dambase,01DZ14Y0,Gladys Colclough,gladys@piedpiper.com,darwin@dambase.com,0,MG Advanced,517,2017-04-08,2017-05-13,35,1,3
2509,Nam-zim,UCV49FYZ,Maureen Marcano,maureen@piedpiper.com,garfield@nam-zim.com,1,GTX Plus Pro,6656,2017-04-08,2017-08-30,144,5,28
2510,Massive Dynamic,G53492IF,Reed Clapper,reed@piedpiper.com,gertrude@massivedynamic.com,1,GTXPro,4369,2017-04-08,2017-08-11,125,3,19
2511,Blackzim,Y3QBGJLM,Vicki Laflamme,vicki@piedpiper.com,riley@blackzim.com,1,MG Special,54,2017-04-08,2017-07-25,108,6,15
2512,Gekko & Co,TTYSSNJH,Cassey Cress,cassey@piedpiper.com,krystle@gekko&co.com,1,GTX Plus Basic,1027,2017-04-08,2017-05-11,33,2,10
2514,Fasehatice,7S6SHJJG,Zane Levy,zane@piedpiper.com,hsiu@fasehatice.com,1,GTX Plus Basic,1117,2017-04-09,2017-12-21,256,2,7
2515,Gogozoom,A4BBDK82,Jonathan Berthelot,jonathan@piedpiper.com,salina@gogozoom.com,1,GTX Basic,585,2017-04-09,2017-08-13,126,4,18
2516,Kan-code,RNUH1SI8,James Ascencio,james@piedpiper.com,kenton@kan-code.com,1,MG Advanced,3398,2017-04-09,2017-07-21,103,1,22
2518,Stanredtax,2QHRL8CW,Moses Frase,moses@piedpiper.com,candice@stanredtax.com,1,GTX Basic,404,2017-04-09,2017-10-06,180,4,24
2520,Donquadtech,LELWKXDX,Boris Faz,boris@piedpiper.com,malissa@donquadtech.com,1,GTX Plus Pro,6173,2017-04-09,2017-05-06,27,5,23
2521,Cancity,U1J4YN0I,Niesha Huffines,niesha@piedpiper.com,faviola@cancity.com,0,GTX Basic,537,2017-04-09,2017-06-25,77,4,4
2522,Newex,ZALE38AC,James Ascencio,james@piedpiper.com,pedro@newex.com,0,GTXPro,46,2017-04-09,2017-06-13,65,3,22
2523,Ron-tech,T5JO33V3,Lajuana Vencill,lajuana@piedpiper.com,kelly@ron-tech.com,1,GTX Basic,583,2017-04-09,2017-11-13,218,4,0
2525,Scotfind,CEWDZ3ZD,Kary Hendrixson,kary@piedpiper.com,gordon@scotfind.com,1,MG Special,53,2017-04-09,2017-12-14,249,6,9
2527,Green-Plus,9T954T67,Elease Gluck,elease@piedpiper.com,lavone@green-plus.com,1,GTX Basic,514,2017-04-09,2017-08-04,117,4,14
2529,Iselectrics,JCIKEHD8,Violet Mclelland,violet@piedpiper.com,mirta@iselectrics.com,0,GTX Plus Basic,1000,2017-04-09,2017-11-16,221,2,13
2530,dambase,Y69M70YC,Gladys Colclough,gladys@piedpiper.com,darwin@dambase.com,0,GTXPro,487,2017-04-09,2017-07-27,109,3,3
2531,Singletechno,9LY4MLGO,Zane Levy,zane@piedpiper.com,tambra@singletechno.com,0,GTX Basic,1037,2017-04-09,2017-09-14,158,4,7
2532,Fasehatice,9XF2B7RS,Kami Bicknell,kami@piedpiper.com,hsiu@fasehatice.com,1,GTX Basic,675,2017-04-09,2017-09-09,153,4,16
2533,Zumgoity,02TUKBP3,Moses Frase,moses@piedpiper.com,israel@zumgoity.com,0,MG Special,3180,2017-04-09,2017-12-23,258,6,24
2535,Y-corporation,ZT6XPQR0,Vicki Laflamme,vicki@piedpiper.com,rosanne@y-corporation.com,1,MG Special,54,2017-04-10,2017-09-21,164,6,15
2536,Codehow,3OBMD08T,Moses Frase,moses@piedpiper.com,justine@codehow.com,0,MG Advanced,1014,2017-04-10,2017-10-11,184,1,24
2537,Condax,YMMQA65I,Rosalina Dieter,rosalina@piedpiper.com,golda@condax.com,1,MG Special,53,2017-04-10,2017-09-29,172,6,20
2538,Condax,00KY25OA,Donn Cantrell,donn@piedpiper.com,golda@condax.com,1,GTX Basic,564,2017-04-10,2017-08-08,120,4,2
2539,Funholding,MQY3YOQS,Jonathan Berthelot,jonathan@piedpiper.com,ying@funholding.com,1,GTX Basic,583,2017-04-10,2017-10-27,200,4,18
2540,Finhigh,0YCAS0B9,Jonathan Berthelot,jonathan@piedpiper.com,mellie@finhigh.com,1,GTX Plus Pro,6096,2017-04-10,2017-11-11,215,5,18
2541,Plusstrip,S02S3TVE,Vicki Laflamme,vicki@piedpiper.com,deanne@plusstrip.com,1,GTX Plus Basic,1118,2017-04-10,2017-05-07,27,2,15
2543,Zencorporation,C205FMDE,Corliss Cosme,corliss@piedpiper.com,rosalyn@zencorporation.com,1,MG Special,59,2017-04-10,2017-04-12,2,6,21
2545,Labdrill,RSSYISWE,Hayden Neloms,hayden@piedpiper.com,halley@labdrill.com,1,MG Advanced,3331,2017-04-10,2017-11-27,231,1,29
2546,Bioplex,5YIWOUOZ,Daniell Hammack,daniell@piedpiper.com,cassy@bioplex.com,1,GTXPro,4353,2017-04-10,2017-05-06,26,3,5
2547,Bioplex,A5IABHP1,Boris Faz,boris@piedpiper.com,cassy@bioplex.com,1,GTXPro,5275,2017-04-10,2017-12-23,257,3,23
2548,Bubba Gump,VSMB0KJW,Donn Cantrell,donn@piedpiper.com,margarito@bubbagump.com,1,GTX Basic,532,2017-04-10,2017-07-12,93,4,2
2550,Konex,P8ZOY6HA,James Ascencio,james@piedpiper.com,delila@konex.com,0,GTX Plus Pro,590,2017-04-10,2017-07-04,85,5,22
2551,Dalttechnology,Z7GJE1K0,Rosalina Dieter,rosalina@piedpiper.com,nelia@dalttechnology.com,1,MG Special,49,2017-04-10,2017-11-25,229,6,20
2554,Condax,KGJL5GHX,Moses Frase,moses@piedpiper.com,golda@condax.com,1,GTX Plus Basic,956,2017-04-11,2017-09-07,149,2,24
2555,Rundofase,P5BRH80Z,Cecily Lampkin,cecily@piedpiper.com,crista@rundofase.com,1,MG Special,53,2017-04-11,2017-07-15,95,6,26
2557,Ontomedia,7O00H1TC,Reed Clapper,reed@piedpiper.com,nedra@ontomedia.com,0,MG Advanced,3393,2017-04-11,2017-05-24,43,1,19
2560,Statholdings,RGRUF328,Gladys Colclough,gladys@piedpiper.com,verna@statholdings.com,1,MG Special,48,2017-04-11,2017-11-22,225,6,3
2561,Silis,O9MGYBG4,Rosie Papadopoulos,rosie@piedpiper.com,zulema@silis.com,1,GTX Plus Basic,965,2017-04-11,2017-08-21,132,2,17
2562,Green-Plus,GNAX12Z6,Vicki Laflamme,vicki@piedpiper.com,lavone@green-plus.com,1,MG Advanced,3337,2017-04-11,2017-04-25,14,1,15
2563,Plussunin,IDN254QN,Daniell Hammack,daniell@piedpiper.com,terry@plussunin.com,1,GTX Basic,490,2017-04-11,2017-11-23,226,4,5
2564,Gogozoom,P4PKECH7,Darcel Schlecht,darcel@piedpiper.com,salina@gogozoom.com,0,GTX Basic,1037,2017-04-11,2017-05-24,43,4,12
2565,Codehow,4YXXI2OI,Anna Snelling,anna@piedpiper.com,justine@codehow.com,1,MG Special,53,2017-04-11,2017-07-04,84,6,8
2566,Gogozoom,7WFASDCZ,Jonathan Berthelot,jonathan@piedpiper.com,salina@gogozoom.com,0,GTX Basic,1037,2017-04-11,2017-10-05,177,4,18
2567,Konex,9RC58SP0,Kary Hendrixson,kary@piedpiper.com,delila@konex.com,0,GTX Basic,50,2017-04-11,2017-12-20,253,4,9
2569,Groovestreet,NU8LWEWU,James Ascencio,james@piedpiper.com,natisha@groovestreet.com,1,GTX Plus Pro,5264,2017-04-12,2017-06-25,74,5,22
2570,Mathtouch,R4LH95QS,Daniell Hammack,daniell@piedpiper.com,loise@mathtouch.com,1,GTXPro,4475,2017-04-12,2017-12-26,258,3,5
2571,Newex,MVXB9PS5,Maureen Marcano,maureen@piedpiper.com,pedro@newex.com,0,GTX Basic,4631,2017-04-12,2017-11-25,227,4,28
2572,Cheers,PEX6S873,Elease Gluck,elease@piedpiper.com,robbie@cheers.com,0,GTK 500,487,2017-04-12,2017-09-02,143,0,14
2573,Stanredtax,NCUXZU3S,Darcel Schlecht,darcel@piedpiper.com,candice@stanredtax.com,1,GTXPro,3892,2017-04-12,2017-05-29,47,3,12
2574,Blackzim,VYDCTUAU,Maureen Marcano,maureen@piedpiper.com,riley@blackzim.com,0,MG Advanced,589,2017-04-12,2017-11-07,209,1,28
2575,Scottech,GYBIACTC,Jonathan Berthelot,jonathan@piedpiper.com,edison@scottech.com,1,GTX Basic,538,2017-04-12,2017-04-13,1,4,18
2576,Globex Corporation,HE5988NI,Darcel Schlecht,darcel@piedpiper.com,yolando@globexcorporation.com,0,GTX Plus Basic,560,2017-04-12,2017-09-28,169,2,12
2577,Xx-zobam,V135X5B7,Violet Mclelland,violet@piedpiper.com,vanessa@xx-zobam.com,1,MG Advanced,3720,2017-04-12,2017-11-03,205,1,13
2578,Hottechi,KJP1JFKX,Kami Bicknell,kami@piedpiper.com,juliette@hottechi.com,1,GTX Basic,533,2017-04-12,2017-12-31,263,4,16
2580,Blackzim,YH2NHVXC,Elease Gluck,elease@piedpiper.com,riley@blackzim.com,0,MG Advanced,1037,2017-04-12,2017-08-03,113,1,14
2581,Condax,TJEEFJG8,Rosie Papadopoulos,rosie@piedpiper.com,golda@condax.com,1,GTXPro,4759,2017-04-12,2017-06-04,53,3,17
2583,J-Texon,GZCWRMIR,Kary Hendrixson,kary@piedpiper.com,winston@j-texon.com,0,GTX Basic,500,2017-04-12,2017-11-21,223,4,9
2585,Hottechi,FLH1KDV2,Versie Hillebrand,versie@piedpiper.com,juliette@hottechi.com,1,GTX Basic,534,2017-04-12,2017-07-21,100,4,25
2587,Singletechno,N4JDVO8F,Elease Gluck,elease@piedpiper.com,tambra@singletechno.com,0,GTX Basic,903,2017-04-12,2017-05-15,33,4,14
2588,Isdom,V5THS9V8,Niesha Huffines,niesha@piedpiper.com,corrinne@isdom.com,1,GTX Plus Basic,1117,2017-04-12,2017-08-22,132,2,4
2589,Ganjaflex,Q306R9K4,Boris Faz,boris@piedpiper.com,somer@ganjaflex.com,1,GTX Plus Basic,1066,2017-04-12,2017-04-25,13,2,23
2590,Dalttechnology,KMBY0IGV,Kami Bicknell,kami@piedpiper.com,nelia@dalttechnology.com,1,MG Special,48,2017-04-12,2017-12-22,254,6,16
2591,Green-Plus,KNN6C4O3,Kami Bicknell,kami@piedpiper.com,lavone@green-plus.com,1,GTXPro,4899,2017-04-12,2017-07-10,89,3,16
2592,Zotware,RV7ERUUT,Boris Faz,boris@piedpiper.com,shella@zotware.com,1,GTX Plus Pro,5172,2017-04-12,2017-06-20,69,5,23
2593,Xx-zobam,OX4P78HP,Corliss Cosme,corliss@piedpiper.com,vanessa@xx-zobam.com,1,GTX Plus Basic,1257,2017-04-13,2017-09-07,147,2,21
2594,Sunnamplex,JX7WZ9UP,Hayden Neloms,hayden@piedpiper.com,maxie@sunnamplex.com,1,MG Advanced,3376,2017-04-13,2017-11-20,221,1,29
2597,Kan-code,A1WZEK7U,Reed Clapper,reed@piedpiper.com,kenton@kan-code.com,1,MG Advanced,3558,2017-04-13,2017-12-27,258,1,19
2600,Gogozoom,AKXBF6IQ,Versie Hillebrand,versie@piedpiper.com,salina@gogozoom.com,1,MG Special,54,2017-04-13,2017-10-25,195,6,25
2601,Lexiqvolax,KXY0TY2K,Markita Hansen,markita@piedpiper.com,darryl@lexiqvolax.com,0,GTX Plus Basic,903,2017-04-13,2017-05-16,33,2,1
2602,Isdom,BB7JH1C4,Jonathan Berthelot,jonathan@piedpiper.com,corrinne@isdom.com,0,GTXPro,4514,2017-04-13,2017-07-24,102,3,18
2603,Hottechi,LAOGNZOU,Maureen Marcano,maureen@piedpiper.com,juliette@hottechi.com,1,GTX Plus Basic,902,2017-04-13,2017-06-12,60,2,28
2604,Green-Plus,DZR5L7XQ,Markita Hansen,markita@piedpiper.com,lavone@green-plus.com,0,GTXPro,500,2017-04-13,2017-06-25,73,3,1
2606,Faxquote,PLW3NMLJ,Hayden Neloms,hayden@piedpiper.com,gaylord@faxquote.com,1,MG Advanced,2718,2017-04-13,2017-10-01,171,1,29
2609,Plussunin,XMVJ5X59,Garret Kinder,garret@piedpiper.com,terry@plussunin.com,1,MG Advanced,2715,2017-04-13,2017-06-02,50,1,6
2612,Plexzap,6ZSAKAHX,Rosalina Dieter,rosalina@piedpiper.com,titus@plexzap.com,1,GTX Plus Basic,920,2017-04-13,2017-06-10,58,2,20
2613,Xx-holding,35KZ6QTP,Rosalina Dieter,rosalina@piedpiper.com,shemeka@xx-holding.com,0,MG Advanced,50,2017-04-13,2017-09-11,151,1,20
2614,The New York Inquirer,MGHWZSN2,Boris Faz,boris@piedpiper.com,hai@thenewyorkinquirer.com,0,MG Advanced,3284,2017-04-13,2017-08-31,140,1,23
2615,Statholdings,YM5F751C,Versie Hillebrand,versie@piedpiper.com,verna@statholdings.com,1,MG Special,50,2017-04-13,2017-05-04,21,6,25
2616,Ganjaflex,N6ZLW0OG,Cassey Cress,cassey@piedpiper.com,somer@ganjaflex.com,1,GTX Plus Basic,927,2017-04-13,2017-08-29,138,2,10
2617,Rantouch,5DEO8EDS,Vicki Laflamme,vicki@piedpiper.com,maren@rantouch.com,1,GTX Basic,581,2017-04-14,2017-08-08,116,4,15
2618,Hottechi,YOQCQ4UO,Kami Bicknell,kami@piedpiper.com,juliette@hottechi.com,1,GTX Basic,534,2017-04-14,2017-08-09,117,4,16
2619,Nam-zim,HV7Y6184,Kami Bicknell,kami@piedpiper.com,garfield@nam-zim.com,0,GTXPro,561,2017-04-14,2017-06-15,62,3,16
2621,Dontechi,G7RCJBVL,Anna Snelling,anna@piedpiper.com,kristle@dontechi.com,0,MG Advanced,487,2017-04-14,2017-11-09,209,1,8
2622,Stanredtax,R4L36Y0P,Marty Freudenburg,marty@piedpiper.com,candice@stanredtax.com,1,GTX Basic,579,2017-04-14,2017-11-22,222,4,11
2623,Dalttechnology,FGH181PC,Kami Bicknell,kami@piedpiper.com,nelia@dalttechnology.com,1,GTX Basic,528,2017-04-14,2017-12-14,244,4,16
2624,Zumgoity,DGPI60HG,Versie Hillebrand,versie@piedpiper.com,israel@zumgoity.com,1,GTX Plus Pro,5017,2017-04-14,2017-11-11,211,5,25
2625,Groovestreet,TTNORNQI,Hayden Neloms,hayden@piedpiper.com,natisha@groovestreet.com,1,MG Special,62,2017-04-14,2017-04-17,3,6,29
2626,Donquadtech,70TRVHOM,Cassey Cress,cassey@piedpiper.com,malissa@donquadtech.com,1,GTXPro,4697,2017-04-14,2017-09-11,150,3,10
2628,Scotfind,1D1EJE8U,Vicki Laflamme,vicki@piedpiper.com,gordon@scotfind.com,0,GTX Basic,537,2017-04-14,2017-06-20,67,4,15
2629,Bubba Gump,58K44TMD,Rosie Papadopoulos,rosie@piedpiper.com,margarito@bubbagump.com,0,MG Advanced,57,2017-04-14,2017-11-19,219,1,17
2630,Rundofase,4ICL09BD,Jonathan Berthelot,jonathan@piedpiper.com,crista@rundofase.com,1,GTX Basic,580,2017-04-14,2017-07-23,100,4,18
2631,Zotware,EUOA0E47,Donn Cantrell,donn@piedpiper.com,shella@zotware.com,1,MG Advanced,3423,2017-04-14,2017-05-09,25,1,2
2633,Kan-code,FQ5A489H,Garret Kinder,garret@piedpiper.com,kenton@kan-code.com,1,GTX Plus Pro,4895,2017-04-14,2017-11-05,205,5,6
2634,Gogozoom,676KO0LG,Darcel Schlecht,darcel@piedpiper.com,salina@gogozoom.com,1,GTX Plus Basic,927,2017-04-14,2017-05-28,44,2,12
2636,Konex,6W7QAH1B,Kami Bicknell,kami@piedpiper.com,delila@konex.com,1,GTX Basic,510,2017-04-14,2017-12-11,241,4,16
2637,Konex,GIWI7CWJ,Boris Faz,boris@piedpiper.com,delila@konex.com,1,GTX Plus Basic,1140,2017-04-14,2017-04-21,7,2,23
2638,Plexzap,K79T6VNV,Markita Hansen,markita@piedpiper.com,titus@plexzap.com,0,MG Special,1026,2017-04-14,2017-05-12,28,6,1
2639,Xx-holding,IIOVCSHC,Hayden Neloms,hayden@piedpiper.com,shemeka@xx-holding.com,1,MG Advanced,2927,2017-04-14,2017-09-19,158,1,29
2640,Streethex,FCEJCRKY,Marty Freudenburg,marty@piedpiper.com,junko@streethex.com,1,GTX Basic,661,2017-04-14,2017-11-19,219,4,11
2641,Ganjaflex,129P48QP,Daniell Hammack,daniell@piedpiper.com,somer@ganjaflex.com,0,GTX Plus Pro,50,2017-04-14,2017-12-16,246,5,5
2642,Plexzap,7L89U5DU,Hayden Neloms,hayden@piedpiper.com,titus@plexzap.com,1,MG Advanced,3547,2017-04-14,2017-11-20,220,1,29
2643,Ganjaflex,LE3XYXEF,Reed Clapper,reed@piedpiper.com,somer@ganjaflex.com,0,GTX Plus Basic,1014,2017-04-14,2017-07-14,91,2,19
2644,Isdom,FT0L8HZZ,Moses Frase,moses@piedpiper.com,corrinne@isdom.com,1,MG Advanced,3323,2017-04-15,2017-06-28,74,1,24
2645,Gekko & Co,IAVMELUO,Wilburn Farren,wilburn@piedpiper.com,krystle@gekko&co.com,1,GTXPro,6135,2017-04-15,2017-04-24,9,3,27
2646,Golddex,LCBVIPRA,Vicki Laflamme,vicki@piedpiper.com,kelli@golddex.com,1,MG Special,60,2017-04-15,2017-06-19,65,6,15
2647,Y-corporation,JXUXBANJ,Rosalina Dieter,rosalina@piedpiper.com,rosanne@y-corporation.com,1,GTK 500,25288,2017-04-15,2017-10-25,193,0,20
2648,Xx-holding,CLOSEH5L,Vicki Laflamme,vicki@piedpiper.com,shemeka@xx-holding.com,0,MG Advanced,49,2017-04-15,2017-05-11,26,1,15
2649,Codehow,7AL9GWK6,Lajuana Vencill,lajuana@piedpiper.com,justine@codehow.com,1,GTX Plus Basic,1047,2017-04-15,2017-11-30,229,2,0
2650,Streethex,1VHUPB8X,Darcel Schlecht,darcel@piedpiper.com,junko@streethex.com,0,GTX Plus Basic,46,2017-04-15,2017-04-20,5,2,12
2651,Streethex,79DYTU8Y,Moses Frase,moses@piedpiper.com,junko@streethex.com,1,MG Special,60,2017-04-15,2017-12-07,236,6,24
2652,Toughzap,8NKLCSES,Marty Freudenburg,marty@piedpiper.com,sherman@toughzap.com,1,GTX Plus Basic,1115,2017-04-15,2017-07-08,84,2,11
2653,Condax,06AIY3IS,Marty Freudenburg,marty@piedpiper.com,golda@condax.com,1,GTX Plus Pro,5712,2017-04-15,2017-12-12,241,5,11
2654,Warephase,2O1IK8VR,Versie Hillebrand,versie@piedpiper.com,elisa@warephase.com,1,MG Advanced,3662,2017-04-15,2017-07-13,89,1,25
2655,Conecom,M4HY664H,Jonathan Berthelot,jonathan@piedpiper.com,ivory@conecom.com,1,GTX Plus Basic,918,2017-04-15,2017-11-22,221,2,18
2656,Stanredtax,ASC1OWNE,Anna Snelling,anna@piedpiper.com,candice@stanredtax.com,1,GTX Plus Pro,6250,2017-04-15,2017-09-14,152,5,8
2657,Dalttechnology,X7J3O7TC,Kary Hendrixson,kary@piedpiper.com,nelia@dalttechnology.com,0,GTX Basic,1026,2017-04-15,2017-04-19,4,4,9
2658,Zathunicon,GFMLCHB0,Cassey Cress,cassey@piedpiper.com,williemae@zathunicon.com,0,GTX Plus Basic,50,2017-04-15,2017-07-27,103,2,10
2659,Doncon,7B3DXNZL,Zane Levy,zane@piedpiper.com,jackie@doncon.com,1,GTXPro,5283,2017-04-15,2017-11-29,228,3,7
2662,Konmatfix,J96E49Z1,Gladys Colclough,gladys@piedpiper.com,ivana@konmatfix.com,1,GTXPro,5078,2017-04-15,2017-05-31,46,3,3
2663,Kinnamplus,JGZ3F67I,Donn Cantrell,donn@piedpiper.com,monte@kinnamplus.com,0,GTX Basic,3284,2017-04-15,2017-06-22,68,4,2
2664,Toughzap,OZFSBIDF,Gladys Colclough,gladys@piedpiper.com,sherman@toughzap.com,0,GTXPro,3180,2017-04-15,2017-12-01,230,3,3
2665,Treequote,4XPRCRX0,Niesha Huffines,niesha@piedpiper.com,benny@treequote.com,0,GTX Basic,561,2017-04-15,2017-08-05,112,4,4
2666,Blackzim,R6OM4EDE,Maureen Marcano,maureen@piedpiper.com,riley@blackzim.com,1,GTX Basic,524,2017-04-15,2017-05-11,26,4,28
2667,Konex,R1Z8J1JL,Reed Clapper,reed@piedpiper.com,delila@konex.com,1,GTX Plus Basic,903,2017-04-15,2017-07-14,90,2,19
2668,Cancity,UK2JIE61,Anna Snelling,anna@piedpiper.com,faviola@cancity.com,1,MG Special,55,2017-04-16,2017-09-11,148,6,8
2669,Kan-code,IO4GTLAB,Zane Levy,zane@piedpiper.com,kenton@kan-code.com,1,GTX Plus Basic,929,2017-04-16,2017-12-30,258,2,7
2670,Goodsilron,XIWKGJOW,Vicki Laflamme,vicki@piedpiper.com,claribel@goodsilron.com,1,GTXPro,4445,2017-04-16,2017-09-10,147,3,15
2671,Funholding,X7HK448T,Lajuana Vencill,lajuana@piedpiper.com,ying@funholding.com,1,GTX Basic,496,2017-04-16,2017-10-24,191,4,0
2672,Condax,3Z2BQVQ7,Darcel Schlecht,darcel@piedpiper.com,golda@condax.com,0,GTX Basic,46,2017-04-16,2017-12-10,238,4,12
2673,Gogozoom,6AC2ATXU,Darcel Schlecht,darcel@piedpiper.com,salina@gogozoom.com,1,GTX Plus Pro,4955,2017-04-16,2017-08-05,111,5,12
2674,Warephase,WCSJBX3N,Cecily Lampkin,cecily@piedpiper.com,elisa@warephase.com,0,MG Advanced,588,2017-04-16,2017-04-17,1,1,26
2675,Umbrella Corporation,B3K4Z5L0,Violet Mclelland,violet@piedpiper.com,orpha@umbrellacorporation.com,0,GTX Basic,601,2017-04-16,2017-09-17,154,4,13
2676,Golddex,Q3HYAWDW,Markita Hansen,markita@piedpiper.com,kelli@golddex.com,1,MG Advanced,3838,2017-04-16,2017-11-08,206,1,1
2677,Ontomedia,M6J6VNVQ,Donn Cantrell,donn@piedpiper.com,nedra@ontomedia.com,1,GTX Basic,498,2017-04-16,2017-09-14,151,4,2
2678,Stanredtax,S7T5AHQH,Moses Frase,moses@piedpiper.com,candice@stanredtax.com,1,GTX Plus Basic,1174,2017-04-16,2017-05-22,36,2,24
2679,Newex,EYWL3H5G,Rosalina Dieter,rosalina@piedpiper.com,pedro@newex.com,0,GTX Plus Pro,4667,2017-04-16,2017-07-05,80,5,20
2680,Kan-code,KJ4NAGS5,Rosalina Dieter,rosalina@piedpiper.com,kenton@kan-code.com,1,MG Special,56,2017-04-16,2017-05-21,35,6,20
2681,Domzoom,74YNCNQM,Gladys Colclough,gladys@piedpiper.com,tanja@domzoom.com,1,MG Special,58,2017-04-16,2017-11-24,222,6,3
2682,Zathunicon,UYJVA76O,Cassey Cress,cassey@piedpiper.com,williemae@zathunicon.com,0,GTX Plus Basic,5169,2017-04-16,2017-05-01,15,2,10
2683,Newex,1MTLDVU8,Zane Levy,zane@piedpiper.com,pedro@newex.com,1,GTX Basic,560,2017-04-16,2017-09-01,138,4,7
2684,Y-corporation,JGZVNKMT,Zane Levy,zane@piedpiper.com,rosanne@y-corporation.com,1,GTX Plus Basic,944,2017-04-16,2017-12-28,256,2,7
2685,Initech,5HDKACI4,Donn Cantrell,donn@piedpiper.com,alejandro@initech.com,0,GTX Basic,1180,2017-04-16,2017-10-21,188,4,2
2686,Doncon,ZXIHEEV2,Vicki Laflamme,vicki@piedpiper.com,jackie@doncon.com,0,GTX Basic,4667,2017-04-16,2017-10-05,172,4,15
2687,Finhigh,3PIPAOVU,Anna Snelling,anna@piedpiper.com,mellie@finhigh.com,1,MG Special,57,2017-04-16,2017-12-07,235,6,8
2688,Condax,X70BM5FO,Anna Snelling,anna@piedpiper.com,golda@condax.com,1,GTX Plus Basic,1243,2017-04-16,2017-11-25,223,2,8
2689,Streethex,0XC4DR3F,Jonathan Berthelot,jonathan@piedpiper.com,junko@streethex.com,1,GTXPro,5032,2017-04-17,2017-07-24,98,3,18
2690,Xx-zobam,XGD6BFD6,Rosie Papadopoulos,rosie@piedpiper.com,vanessa@xx-zobam.com,1,GTXPro,5217,2017-04-17,2017-09-13,149,3,17
2691,Finjob,2OQB2KPY,Maureen Marcano,maureen@piedpiper.com,belinda@finjob.com,0,GTX Plus Basic,4514,2017-04-17,2017-09-10,146,2,28
2692,Opentech,D3G7ER0D,Wilburn Farren,wilburn@piedpiper.com,paola@opentech.com,1,GTXPro,5414,2017-04-17,2017-12-20,247,3,27
2693,Vehement Capital Partners,YW14K7PE,Wilburn Farren,wilburn@piedpiper.com,lavonia@vehementcapitalpartners.com,1,GTX Plus Pro,5198,2017-04-17,2017-05-05,18,5,27
2694,Ganjaflex,QZLWUJEJ,Reed Clapper,reed@piedpiper.com,somer@ganjaflex.com,0,GTXPro,53,2017-04-17,2017-11-10,207,3,19
2695,Sonron,AG0H8IAZ,Markita Hansen,markita@piedpiper.com,ashlie@sonron.com,1,GTX Basic,510,2017-04-17,2017-07-07,81,4,1
2696,Lexiqvolax,BQINW2LB,Markita Hansen,markita@piedpiper.com,darryl@lexiqvolax.com,0,MG Special,500,2017-04-17,2017-12-05,232,6,1
2697,Fasehatice,PPXIWYMT,Maureen Marcano,maureen@piedpiper.com,hsiu@fasehatice.com,1,GTX Plus Basic,951,2017-04-17,2017-08-17,122,2,28
2699,Xx-zobam,83EZC8YK,Violet Mclelland,violet@piedpiper.com,vanessa@xx-zobam.com,0,MG Advanced,1014,2017-04-17,2017-05-08,21,1,13
2700,Rundofase,4RWE00T8,Jonathan Berthelot,jonathan@piedpiper.com,crista@rundofase.com,0,GTX Basic,589,2017-04-17,2017-05-19,32,4,18
2703,Finhigh,A7FCLQ42,Marty Freudenburg,marty@piedpiper.com,mellie@finhigh.com,0,MG Advanced,1037,2017-04-17,2017-05-08,21,1,11
